id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,fixed_capacity_gw,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
1864,2048,lombok_import_2048,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,9.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1865,2049,lombok_import_2049,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,11.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1866,2050,lombok_import_2050,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1867,2051,lombok_import_2051,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1868,2052,lombok_import_2052,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1869,2053,lombok_import_2053,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1870,2054,lombok_import_2054,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1871,2055,lombok_import_2055,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,15.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1872,2056,lombok_import_2056,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,16.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1873,2057,lombok_import_2057,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,16.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1874,2058,lombok_import_2058,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,16.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1875,2059,lombok_import_2059,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,16.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1876,2060,lombok_import_2060,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,16.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1877,2025,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1878,2025,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1879,2025,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1880,2025,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1881,2025,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1882,2026,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1883,2026,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1884,2026,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1885,2026,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1886,2026,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1887,2027,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1888,2027,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1889,2027,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1890,2027,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1891,2027,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1892,2028,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1893,2028,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1894,2028,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1895,2028,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1896,2028,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1897,2029,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1898,2029,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1899,2029,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1900,2029,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1901,2029,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1902,2030,gas_h2_apb1,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.0
1903,2030,gas_h2_apb2,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.0
1904,2030,gas_h2_apb3,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.0
1905,2030,gas_h2_apb4,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.0
1906,2030,gas_h2_apb5,H2,519.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.0
1907,2031,gas_h2_apb1,H2,518.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1908,2031,gas_h2_apb2,H2,518.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1909,2031,gas_h2_apb3,H2,518.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1910,2031,gas_h2_apb4,H2,518.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1911,2031,gas_h2_apb5,H2,518.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1912,2032,gas_h2_apb1,H2,517.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1913,2032,gas_h2_apb2,H2,517.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1914,2032,gas_h2_apb3,H2,517.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1915,2032,gas_h2_apb4,H2,517.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1916,2032,gas_h2_apb5,H2,517.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1917,2033,gas_h2_apb1,H2,516.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1918,2033,gas_h2_apb2,H2,516.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1919,2033,gas_h2_apb3,H2,516.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1920,2033,gas_h2_apb4,H2,516.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1921,2033,gas_h2_apb5,H2,516.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1922,2034,gas_h2_apb1,H2,515.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1923,2034,gas_h2_apb2,H2,515.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1924,2034,gas_h2_apb3,H2,515.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1925,2034,gas_h2_apb4,H2,515.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1926,2034,gas_h2_apb5,H2,515.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1927,2035,gas_h2_apb1,H2,514.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1928,2035,gas_h2_apb2,H2,514.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1929,2035,gas_h2_apb3,H2,514.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1930,2035,gas_h2_apb4,H2,514.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1931,2035,gas_h2_apb5,H2,514.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1932,2036,gas_h2_apb1,H2,513.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1933,2036,gas_h2_apb2,H2,513.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1934,2036,gas_h2_apb3,H2,513.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1935,2036,gas_h2_apb4,H2,513.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1936,2036,gas_h2_apb5,H2,513.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1937,2037,gas_h2_apb1,H2,512.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1938,2037,gas_h2_apb2,H2,512.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1939,2037,gas_h2_apb3,H2,512.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1940,2037,gas_h2_apb4,H2,512.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1941,2037,gas_h2_apb5,H2,512.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1942,2038,gas_h2_apb1,H2,511.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1943,2038,gas_h2_apb2,H2,511.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1944,2038,gas_h2_apb3,H2,511.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1945,2038,gas_h2_apb4,H2,511.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1946,2038,gas_h2_apb5,H2,511.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1947,2039,gas_h2_apb1,H2,510.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1948,2039,gas_h2_apb2,H2,510.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1949,2039,gas_h2_apb3,H2,510.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1950,2039,gas_h2_apb4,H2,510.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1951,2039,gas_h2_apb5,H2,510.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1952,2040,gas_h2_apb1,H2,509.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1953,2040,gas_h2_apb2,H2,509.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1954,2040,gas_h2_apb3,H2,509.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1955,2040,gas_h2_apb4,H2,509.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1956,2040,gas_h2_apb5,H2,509.0,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1957,2041,gas_h2_apb1,H2,507.9,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1958,2041,gas_h2_apb2,H2,507.9,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1959,2041,gas_h2_apb3,H2,507.9,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1960,2041,gas_h2_apb4,H2,507.9,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1961,2041,gas_h2_apb5,H2,507.9,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1962,2042,gas_h2_apb1,H2,506.8,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1963,2042,gas_h2_apb2,H2,506.8,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1964,2042,gas_h2_apb3,H2,506.8,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1965,2042,gas_h2_apb4,H2,506.8,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1966,2042,gas_h2_apb5,H2,506.8,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1967,2043,gas_h2_apb1,H2,505.7,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1968,2043,gas_h2_apb2,H2,505.7,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1969,2043,gas_h2_apb3,H2,505.7,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1970,2043,gas_h2_apb4,H2,505.7,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1971,2043,gas_h2_apb5,H2,505.7,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
1972,2044,gas_h2_apb1,H2,504.6,28.0,2.73,20,20,0.1,0,10.91,0.1,APB1,0.052838004,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,6.0,0.05283800400131877
1973,2044,gas_h2_apb2,H2,504.6,28.0,2.73,20,20,0.1,0,10.91,0.1,APB2,0.04651379993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,7.0,0.04651379992963012
1974,2044,gas_h2_apb3,H2,504.6,28.0,2.73,20,20,0.1,0,10.91,0.1,APB3,0.01673772093,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,8.0,0.016737720931250255
1975,2044,gas_h2_apb4,H2,504.6,28.0,2.73,20,20,0.1,0,10.91,0.1,APB4,0.02650732534,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,9.0,0.026507325342393084
1976,2044,gas_h2_apb5,H2,504.6,28.0,2.73,20,20,0.1,0,10.91,0.1,APB5,0.007403149795,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.2,25.0,10.0,0.007403149795405017
